Rank,playerId,gsisPlayerId,league,playerImageId,headshotUrl,player,playerFullName,position,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamImageId,currentNFLTeamId,currentNFLTeamAbbrev,currentNFLTeamName,currentNFLStatus,lastNFLTeamId,lastNFLTeamAbbrev,lastNFLTeamName,lastNFLTeamLocation,lastNFLTeamFullName,inFBS,inFCS,activeFBSTeam,activeFCSTeam,teamColor,gameConference,TeamTgt%,G,Routes,Tar,Rec,G,null
226,37231,00-0037231,NFL,AUS749254,https://static.www.nfl.com/image/upload/{formatInstructions}/league/fh2yaqaxkornxeb7d9ie,Kevin Austin Jr.,Kevin Austin Jr.,WR,New Orleans Saints,NO,3300,3300,3300,NO,Saints,DEV,3300,NO,Saints,New Orleans,New Orleans Saints,,,,,#000000,NFC,4.3%,8,191,22,11,8,
227,35243,00-0035243,NFL,SAN153567,https://static.www.nfl.com/image/upload/{formatInstructions}/league/niyjjkzmxjmesftgjs8y,Miles Sanders,Miles Sanders,RB,Carolina Panthers,CAR,750,750,1200,DAL,Cowboys,ACT,1200,DAL,Cowboys,Dallas,Dallas Cowboys,,,,,#0085CF,NFC,5.8%,11,130,30,24,11,
227,39794,00-0039794,NFL,ALL063734,https://static.www.nfl.com/image/upload/{formatInstructions}/league/pdaa8u0x2qepyklabdr3,Braelon Allen,Braelon Allen,RB,New York Jets,NYJ,3430,3430,3430,NYJ,Jets,ACT,3430,NYJ,Jets,New York,New York Jets,,,,,#115740,AFC,4.6%,17,134,27,19,17,
229,33217,00-0033217,NFL,ALI177980,https://static.www.nfl.com/image/upload/{formatInstructions}/league/qss1euhktuj7qje9heoi,Mo Alie-Cox,Mo Alie-Cox,TE,Indianapolis Colts,IND,2200,2200,2200,IND,Colts,ACT,2200,IND,Colts,Indianapolis,Indianapolis Colts,,,,,#013369,AFC,4.5%,17,146,22,12,17,
230,33280,00-0033280,NFL,MCC035988,https://static.www.nfl.com/image/upload/{formatInstructions}/league/resjdwihunsqckohcorj,Christian McCaffrey,Christian McCaffrey,RB,San Francisco 49ers,SF,4500,4500,4500,SF,49ers,ACT,4500,SF,49ers,San Francisco,San Francisco 49ers,,,,,#AA0000,NFC,3.7%,4,90,19,15,4,
231,33246,00-0033246,NFL,MUN312153,https://static.www.nfl.com/image/upload/{formatInstructions}/league/dnvrns7mliks2ptijfo0,Johnny Mundt,Johnny Mundt,TE,Minnesota Vikings,MIN,3000,3000,2250,JAX,Jaguars,ACT,2250,JAX,Jaguars,Jacksonville,Jacksonville Jaguars,,,,,#4F2683,NFC,5.2%,17,191,27,19,17,
232,36223,00-0036223,NFL,TAY431618,https://static.www.nfl.com/image/upload/{formatInstructions}/league/uwmnrhwtwug0wrgkomjk,Jonathan Taylor,Jonathan Taylor,RB,Indianapolis Colts,IND,2200,2200,2200,IND,Colts,ACT,2200,IND,Colts,Indianapolis,Indianapolis Colts,,,,,#013369,AFC,6.3%,14,270,31,18,14,
233,32394,00-0032394,NFL,VAN643509,https://static.www.nfl.com/image/upload/{formatInstructions}/league/srrlkx2mydsb8gfco6fp,Nick Vannett,Nick Vannett,TE,Tennessee Titans,TEN,2100,2100,3000,MIN,Vikings,DEV,3000,MIN,Vikings,Minnesota,Minnesota Vikings,,,,,#002244,AFC,3.9%,17,97,20,17,17,
234,39359,00-0039359,NFL,STO763332,https://static.www.nfl.com/image/upload/{formatInstructions}/league/ltjwprbwuy9dtyz1dg7y,Cade Stover,Cade Stover,TE,Houston Texans,HOU,2120,2120,2120,HOU,Texans,ACT,2120,HOU,Texans,Houston,Houston Texans,,,,,#021018,AFC,4.0%,15,145,22,15,15,
235,34854,00-0034854,NFL,HOD250493,https://static.www.nfl.com/image/upload/{formatInstructions}/league/r6vyxamrbb62lcccap2r,KhaDarel Hodge,KhaDarel Hodge,WR,Atlanta Falcons,ATL,200,200,200,ATL,Falcons,ACT,200,ATL,Falcons,Atlanta,Atlanta Falcons,,,,,#A71930,NFC,2.2%,17,112,12,7,17,
235,38046,00-0038046,NFL,KOL030762,https://static.www.nfl.com/image/upload/{formatInstructions}/league/n7duzqver13movvgcint,Charlie Kolar,Charlie Kolar,TE,Baltimore Ravens,BAL,325,325,325,BAL,Ravens,ACT,325,BAL,Ravens,Baltimore,Baltimore Ravens,,,,,#24135F,AFC,2.4%,13,46,11,9,13,
237,38824,00-0038824,NFL,MIL545030,https://static.www.nfl.com/image/upload/{formatInstructions}/league/lakkaed2btx1ndkqj2pt,Ryan Miller,Ryan Miller,WR,Tampa Bay Buccaneers,TB,4900,4900,4900,TB,Buccaneers,ACT,4900,TB,Buccaneers,Tampa Bay,Tampa Bay Buccaneers,,,,,#A71930,NFC,3.6%,11,139,20,12,11,
238,38115,00-0038115,NFL,BEL680916,https://static.www.nfl.com/image/upload/{formatInstructions}/league/hu3gywcwp2rlsefvawh1,Daniel Bellinger,Daniel Bellinger,TE,New York Giants,NYG,3410,3410,3410,NYG,Giants,ACT,3410,NYG,Giants,New York,New York Giants,,,,,#0B2265,NFC,3.1%,17,176,17,14,17,
239,38821,00-0038821,NFL,JAR260842,https://static.www.nfl.com/image/upload/{formatInstructions}/league/clvmliknnulpmcoofvik,Rakim Jarrett,Rakim Jarrett,WR,Tampa Bay Buccaneers,TB,4900,4900,4900,TB,Buccaneers,CUT,4900,TB,Buccaneers,Tampa Bay,Tampa Bay Buccaneers,,,,,#A71930,NFC,2.0%,10,106,11,9,10,
240,34860,00-0034860,NFL,PET735981,https://static.www.nfl.com/image/upload/{formatInstructions}/league/xz70t2ahl2ak2q9mqtia,Dante Pettis,Dante Pettis,WR,New Orleans Saints,NO,3300,3300,3300,NO,Saints,CUT,3300,NO,Saints,New Orleans,New Orleans Saints,,,,,#000000,NFC,5.2%,8,99,28,12,8,
241,35250,00-0035250,NFL,SIN186919,https://static.www.nfl.com/image/upload/{formatInstructions}/league/wqw8ee4nsxsisqb3bagw,Devin Singletary,Devin Singletary,RB,New York Giants,NYG,3410,3410,3410,NYG,Giants,ACT,3410,NYG,Giants,New York,New York Giants,,,,,#0B2265,NFC,4.3%,15,162,24,21,15,
242,39386,00-0039386,NFL,MEA763692,https://static.www.nfl.com/image/upload/{formatInstructions}/league/ombzgoqppbhusiwikupj,Bub Means,Bub Means,WR,New Orleans Saints,NO,3300,3300,3300,NO,Saints,RES,3300,NO,Saints,New Orleans,New Orleans Saints,,,,,#000000,NFC,2.9%,7,90,15,9,7,
243,38618,00-0038618,NFL,HUT304546,https://static.www.nfl.com/image/upload/{formatInstructions}/league/hv3mfhadliph08b4pl4s,Xavier Hutchinson,Xavier Hutchinson,WR,Houston Texans,HOU,2120,2120,2120,HOU,Texans,ACT,2120,HOU,Texans,Houston,Houston Texans,,,,,#021018,AFC,4.8%,16,264,26,12,16,
244,36919,00-0036919,NFL,GAI606964,https://static.www.nfl.com/image/upload/{formatInstructions}/league/prer0j0tkzsdva1yrd0i,Kenneth Gainwell,Kenneth Gainwell,RB,Philadelphia Eagles,PHI,3700,3700,3900,PIT,Steelers,ACT,3900,PIT,Steelers,Pittsburgh,Pittsburgh Steelers,,,,,#004851,NFC,5.3%,17,121,22,16,17,
245,38783,00-0038783,NFL,ADK346075,https://static.www.nfl.com/image/upload/{formatInstructions}/league/k3js5r3a9fl0q2gghqmv,Nate Adkins,Nate Adkins,TE,Denver Broncos,DEN,1400,1400,1400,DEN,Broncos,ACT,1400,DEN,Broncos,Denver,Denver Broncos,,,,,#FC4C02,AFC,2.7%,17,132,15,14,17,
245,39050,00-0039050,NFL,DUR344537,https://static.www.nfl.com/image/upload/{formatInstructions}/league/ijjyd8bvvkjttepqv82u,Payne Durham,Payne Durham,TE,Tampa Bay Buccaneers,TB,4900,4900,4900,TB,Buccaneers,ACT,4900,TB,Buccaneers,Tampa Bay,Tampa Bay Buccaneers,,,,,#A71930,NFC,2.5%,16,147,14,11,16,
247,38573,00-0038573,NFL,DAV263132,https://static.www.nfl.com/image/upload/{formatInstructions}/league/ctk98ws4ps6p4gaei6uu,Derius Davis,Derius Davis,WR,Los Angeles Chargers,LAC,4400,4400,4400,LAC,Chargers,ACT,4400,LAC,Chargers,Los Angeles,Los Angeles Chargers,,,,,#0080C6,AFC,3.5%,15,71,17,13,15,
248,38738,00-0038738,NFL,LUE582275,https://static.www.nfl.com/image/upload/{formatInstructions}/league/buachhzmd8p3hq2olwtf,Hunter Luepke,Hunter Luepke,RB,Dallas Cowboys,DAL,1200,1200,1200,DAL,Cowboys,ACT,1200,DAL,Cowboys,Dallas,Dallas Cowboys,,,,,#002244,NFC,2.6%,16,156,16,12,16,
249,35631,00-0035631,NFL,SAM093961,https://static.www.nfl.com/image/upload/{formatInstructions}/league/dvq8fanrbrpfgf2j3kpm,Drew Sample,Drew Sample,TE,Cincinnati Bengals,CIN,920,920,920,CIN,Bengals,ACT,920,CIN,Bengals,Cincinnati,Cincinnati Bengals,,,,,#FB4F14,AFC,3.5%,17,237,22,20,17,
249,37292,00-0037292,NFL,OGL659589,https://static.www.nfl.com/image/upload/{formatInstructions}/league/gw6pbughf5gdn2sm189f,Andrew Ogletree,Andrew Ogletree,TE,Indianapolis Colts,IND,2200,2200,2200,IND,Colts,ACT,2200,IND,Colts,Indianapolis,Indianapolis Colts,,,,,#013369,AFC,2.8%,17,112,14,9,17,
249,38951,00-0038951,NFL,TUC299932,https://static.www.nfl.com/image/upload/{formatInstructions}/league/zyzp7e2gos47ebzur9gi,Sean Tucker,Sean Tucker,RB,Tampa Bay Buccaneers,TB,4900,4900,4900,TB,Buccaneers,ACT,4900,TB,Buccaneers,Tampa Bay,Tampa Bay Buccaneers,,,,,#A71930,NFC,2.1%,17,42,12,9,17,
252,38752,00-0038752,NFL,BOB556112,https://static.www.nfl.com/image/upload/{formatInstructions}/league/df8rle5r7luj5fwpvsoz,Jake Bobo,Jake Bobo,WR,Seattle Seahawks,SEA,4600,4600,4600,SEA,Seahawks,ACT,4600,SEA,Seahawks,Seattle,Seattle Seahawks,,,,,#002244,NFC,3.0%,17,151,17,13,17,
252,39810,00-0039810,NFL,BUR768791,https://static.www.nfl.com/image/upload/{formatInstructions}/league/t8hbhbctckogm9aod0ea,Jermaine Burton,Jermaine Burton,WR,Cincinnati Bengals,CIN,920,920,920,CIN,Bengals,ACT,920,CIN,Bengals,Cincinnati,Cincinnati Bengals,,,,,#FB4F14,AFC,2.2%,14,96,14,4,14,
254,36646,00-0036646,NFL,FEH556867,https://static.www.nfl.com/image/upload/{formatInstructions}/league/kbnk59cdzp2opegnrom8,Simi Fehoko,Simi Fehoko,WR,Los Angeles Chargers,LAC,4400,4400,3800,ARI,Cardinals,DEV,3800,ARI,Cardinals,Arizona,Arizona Cardinals,,,,,#0080C6,AFC,3.3%,8,126,16,6,8,
255,37805,00-0037805,NFL,RUC675714,https://static.www.nfl.com/image/upload/{formatInstructions}/league/jnwpnpbukmzrsuutpufx,Jeremy Ruckert,Jeremy Ruckert,TE,New York Jets,NYJ,3430,3430,3430,NYJ,Jets,ACT,3430,NYJ,Jets,New York,New York Jets,,,,,#115740,AFC,4.8%,17,166,28,18,17,
256,38098,00-0038098,NFL,STR658099,https://static.www.nfl.com/image/upload/{formatInstructions}/league/xvsnviejqwulftgrccpb,Pierre Strong,Pierre Strong,RB,Cleveland Browns,CLE,1050,1050,1050,CLE,Browns,RES,1050,CLE,Browns,Cleveland,Cleveland Browns,,,,,#FF3C00,AFC,3.5%,14,133,22,14,14,
256,38705,00-0038705,NFL,DEM317794,https://static.www.nfl.com/image/upload/{formatInstructions}/league/jasnk9akri8eghfgolsn,Emari Demercado,Emari Demercado,RB,Arizona Cardinals,ARI,3800,3800,3800,ARI,Cardinals,ACT,3800,ARI,Cardinals,Arizona,Arizona Cardinals,,,,,#97233F,NFC,3.8%,13,94,20,16,13,
256,39021,00-0039021,NFL,JOH652931,https://static.www.nfl.com/image/upload/{formatInstructions}/league/gxzw5kntjivjixre9whh,Roschon Johnson,Roschon Johnson,RB,Chicago Bears,CHI,810,810,810,CHI,Bears,ACT,810,CHI,Bears,Chicago,Chicago Bears,,,,,#0B162A,NFC,3.8%,14,135,20,16,14,
259,39410,00-0039410,NFL,FLO245061,https://static.www.nfl.com/image/upload/{formatInstructions}/league/tqwq3cgpqu7j9hzoyicx,Ryan Flournoy,Ryan Flournoy,WR,Dallas Cowboys,DAL,1200,1200,1200,DAL,Cowboys,CUT,1200,DAL,Cowboys,Dallas,Dallas Cowboys,,,,,#002244,NFC,2.3%,11,95,14,10,11,
260,36387,00-0036387,NFL,REA338982,https://static.www.nfl.com/image/upload/{formatInstructions}/league/r55ywr41a014zd9zmvc1,Jalen Reagor,Jalen Reagor,WR,Los Angeles Chargers,LAC,4400,4400,4400,LAC,Chargers,DEV,4400,LAC,Chargers,Los Angeles,Los Angeles Chargers,,,,,#0080C6,AFC,2.4%,8,86,12,7,8,
260,36754,00-0036754,NFL,WRI121125,https://static.www.nfl.com/image/upload/{formatInstructions}/league/bd8sqnzheg7zetlhvku5,Brock Wright,Brock Wright,TE,Detroit Lions,DET,1540,1540,1540,DET,Lions,ACT,1540,DET,Lions,Detroit,Detroit Lions,,,,,#0076B6,NFC,3.1%,17,172,16,13,17,
260,38720,00-0038720,NFL,HIL451650,https://static.www.nfl.com/image/upload/{formatInstructions}/league/y3br9d5mnpimijn151yf,Julian Hill,Julian Hill,TE,Miami Dolphins,MIA,2700,2700,2700,MIA,Dolphins,ACT,2700,MIA,Dolphins,Miami,Miami Dolphins,,,,,#008E97,AFC,3.3%,16,165,19,12,16,
263,36984,00-0036984,NFL,SER440716,https://static.www.nfl.com/image/upload/{formatInstructions}/league/freievsvipthuvrwn7uw,Trey Sermon,Trey Sermon,RB,Indianapolis Colts,IND,2200,2200,3900,PIT,Steelers,DEV,3900,PIT,Steelers,Pittsburgh,Pittsburgh Steelers,,,,,#013369,AFC,3.9%,17,121,19,16,17,
263,39623,00-0039623,NFL,TIP628557,https://static.www.nfl.com/image/upload/{formatInstructions}/league/ec09iyl2olrttgosoo8i,Mason Tipton,Mason Tipton,WR,New Orleans Saints,NO,3300,3300,3300,NO,Saints,ACT,3300,NO,Saints,New Orleans,New Orleans Saints,,,,,#000000,NFC,5.0%,11,236,26,14,11,
265,33576,00-0033576,NFL,SAU025752,https://static.www.nfl.com/image/upload/{formatInstructions}/league/ddfnwe2uegst0wzpycqo,Eric Saubert,Eric Saubert,TE,San Francisco 49ers,SF,4500,4500,4600,SEA,Seahawks,ACT,4600,SEA,Seahawks,Seattle,Seattle Seahawks,,,,,#AA0000,NFC,2.7%,17,150,14,11,17,
265,38465,00-0038465,NFL,HEA759997,https://static.www.nfl.com/image/upload/{formatInstructions}/league/gtvkkadrxfzlj1qxshhx,Malik Heath,Malik Heath,WR,Green Bay Packers,GB,1800,1800,1800,GB,Packers,ACT,1800,GB,Packers,Green Bay,Green Bay Packers,,,,,#203731,NFC,2.8%,13,64,13,10,13,
267,35628,00-0035628,NFL,JOH201643,https://static.www.nfl.com/image/upload/{formatInstructions}/league/gbe2eojaxid4n3pmo0rj,D'Ernest Johnson,D'Ernest Johnson,RB,Jacksonville Jaguars,JAX,2250,2250,325,BAL,Ravens,DEV,325,BAL,Ravens,Baltimore,Baltimore Ravens,,,,,#000000,AFC,3.6%,14,117,19,12,14,
267,35125,00-0035125,NFL,ING382661,https://static.www.nfl.com/image/upload/{formatInstructions}/league/ti3f1rb38z7sbxkjk2d9,Alec Ingold,Alec Ingold,FB,Miami Dolphins,MIA,2700,2700,2700,MIA,Dolphins,ACT,2700,MIA,Dolphins,Miami,Miami Dolphins,,,,,#008E97,AFC,2.1%,15,101,12,11,15,
269,39650,00-0039650,NFL,OLI201080,https://static.www.nfl.com/image/upload/{formatInstructions}/league/w8z5zvas0nli3yekxw7w,Bryce Oliver,Bryce Oliver,WR,Tennessee Titans,TEN,2100,2100,2100,TEN,Titans,ACT,2100,TEN,Titans,Tennessee,Tennessee Titans,,,,,#002244,AFC,1.8%,10,33,9,6,10,
270,35662,00-0035662,NFL,BRO413218,https://static.www.nfl.com/image/upload/{formatInstructions}/league/ixuddegcphzmvjn4jq6r,Marquise Brown,Marquise Brown,WR,Kansas City Chiefs,KC,2310,2310,2310,KC,Chiefs,ACT,2310,KC,Chiefs,Kansas City,Kansas City Chiefs,,,,,#E31837,AFC,2.6%,2,34,15,9,2,
270,37091,00-0037091,NFL,MEL575431,https://static.www.nfl.com/image/upload/{formatInstructions}/league/yt6xe5fxszt0byq1uszm,Bo Melton,Bo Melton,WR,Green Bay Packers,GB,1800,1800,1800,GB,Packers,ACT,1800,GB,Packers,Green Bay,Green Bay Packers,,,,,#203731,NFC,3.7%,17,88,17,8,17,
270,37525,00-0037525,NFL,MAS125056,https://static.www.nfl.com/image/upload/{formatInstructions}/league/ixykwytfrfz1cdxlhj5w,Jordan Mason,Jordan Mason,RB,San Francisco 49ers,SF,4500,4500,3000,MIN,Vikings,ACT,3000,MIN,Vikings,Minnesota,Minnesota Vikings,,,,,#AA0000,NFC,2.7%,12,170,14,11,12,
273,35140,00-0035140,NFL,HAR069520,https://static.www.nfl.com/image/upload/{formatInstructions}/league/eqpggfutvltdsovymjpb,Mecole Hardman,Mecole Hardman,WR,Kansas City Chiefs,KC,2310,2310,1800,GB,Packers,DEV,1800,GB,Packers,Green Bay,Green Bay Packers,,,,,#E31837,AFC,2.4%,12,72,14,12,12,
274,37263,00-0037263,NFL,ALL702582,https://static.www.nfl.com/image/upload/{formatInstructions}/league/buwaomfsz4y6orgb0cyg,Tyler Allgeier,Tyler Allgeier,RB,Atlanta Falcons,ATL,200,200,200,ATL,Falcons,ACT,200,ATL,Falcons,Atlanta,Atlanta Falcons,,,,,#A71930,NFC,2.4%,17,91,13,13,17,
274,39530,00-0039530,NFL,SPA500688,https://static.www.nfl.com/image/upload/{formatInstructions}/league/tsblwzvfsxuvohhfagls,Brevyn Spann-Ford,Brevyn Spann-Ford,TE,Dallas Cowboys,DAL,1200,1200,1200,DAL,Cowboys,ACT,1200,DAL,Cowboys,Dallas,Dallas Cowboys,,,,,#002244,NFC,2.3%,17,119,14,9,17,
274,39754,00-0039754,NFL,CUL534924,https://static.www.nfl.com/image/upload/{formatInstructions}/league/p5mk3qxwrbwdr3y3kt6u,Devin Culp,Devin Culp,TE,Tampa Bay Buccaneers,TB,4900,4900,4900,TB,Buccaneers,ACT,4900,TB,Buccaneers,Tampa Bay,Tampa Bay Buccaneers,,,,,#A71930,NFC,1.1%,5,28,6,5,5,
277,39907,00-0039907,NFL,POL136646,https://static.www.nfl.com/image/upload/{formatInstructions}/league/w4hcfpfjrpt0fchb0xmm,Ja'Lynn Polk,Ja'Lynn Polk,WR,New England Patriots,NE,3200,3200,3200,NE,Patriots,RES,3200,NE,Patriots,New England,New England Patriots,,,,,#002244,AFC,6.6%,15,251,33,12,15,
278,36232,00-0036232,NFL,BRY363372,https://static.www.nfl.com/image/upload/{formatInstructions}/league/vwgfcphijens8pkr0r3i,Harrison Bryant,Harrison Bryant,TE,Las Vegas Raiders,LV,2520,2520,2120,HOU,Texans,DEV,2120,HOU,Texans,Houston,Houston Texans,,,,,#000000,AFC,2.0%,13,70,12,9,13,
279,33891,00-0033891,NFL,JON403726,https://static.www.nfl.com/image/upload/{formatInstructions}/league/qihjjzfk0vwzoyrzztkq,Zay Jones,Zay Jones,WR,Arizona Cardinals,ARI,3800,3800,3800,ARI,Cardinals,ACT,3800,ARI,Cardinals,Arizona,Arizona Cardinals,,,,,#97233F,NFC,2.1%,11,169,11,8,11,
279,36628,00-0036628,NFL,BAT109191,https://static.www.nfl.com/image/upload/{formatInstructions}/league/edpnkleev10rpzfgjakv,John Bates,John Bates,TE,Washington Commanders,WAS,5110,5110,5110,WAS,Commanders,ACT,5110,WAS,Commanders,Washington,Washington Commanders,,,,,#5A1414,NFC,2.6%,17,130,13,8,17,
281,34487,00-0034487,NFL,SHE566024,https://static.www.nfl.com/image/upload/{formatInstructions}/league/esdvav44ezzmwbwe1rju,Trent Sherfield,Trent Sherfield,WR,Minnesota Vikings,MIN,3000,3000,1400,DEN,Broncos,ACT,1400,DEN,Broncos,Denver,Denver Broncos,,,,,#4F2683,NFC,1.7%,17,60,9,8,17,
282,38396,00-0038396,NFL,GRA652870,https://static.www.nfl.com/image/upload/{formatInstructions}/league/ijjxwxv1ccyowzhpuw2k,Eric Gray,Eric Gray,RB,New York Giants,NYG,3410,3410,3410,NYG,Giants,PUP,3410,NYG,Giants,New York,New York Giants,,,,,#0B2265,NFC,2.0%,17,63,11,10,17,
283,30578,00-0030578,NFL,PAT387075,https://static.www.nfl.com/image/upload/{formatInstructions}/league/jktdrwmujfuqp94csnav,Cordarrelle Patterson,Cordarrelle Patterson,RB,Pittsburgh Steelers,PIT,3900,3900,,,,NOR,3900,PIT,Steelers,Pittsburgh,Pittsburgh Steelers,,,,,#000000,AFC,3.0%,13,53,14,12,13,
283,39365,00-0039365,NFL,COW532087,https://static.www.nfl.com/image/upload/{formatInstructions}/league/nkyvxf2mewlwkozdszcg,Jacob Cowing,Jacob Cowing,WR,San Francisco 49ers,SF,4500,4500,4500,SF,49ers,RES,4500,SF,49ers,San Francisco,San Francisco 49ers,,,,,#AA0000,NFC,1.2%,15,67,6,4,15,
285,36331,00-0036331,NFL,DUV459005,https://static.www.nfl.com/image/upload/{formatInstructions}/league/rhqvgqqfokrv6omkw0lg,Devin Duvernay,Devin Duvernay,WR,Jacksonville Jaguars,JAX,2250,2250,810,CHI,Bears,ACT,810,CHI,Bears,Chicago,Chicago Bears,,,,,#000000,AFC,3.1%,13,131,16,11,13,
285,37197,00-0037197,NFL,PAC576791,https://static.www.nfl.com/image/upload/{formatInstructions}/league/tqshteijt4xhgk2ei9sx,Isiah Pacheco,Isiah Pacheco,RB,Kansas City Chiefs,KC,2310,2310,2310,KC,Chiefs,ACT,2310,KC,Chiefs,Kansas City,Kansas City Chiefs,,,,,#E31837,AFC,2.8%,7,95,16,12,7,
287,32128,00-0032128,NFL,CON236839,https://static.www.nfl.com/image/upload/{formatInstructions}/league/mr4h7vx02uwpr7xlfk6y,Chris Conley,Chris Conley,WR,San Francisco 49ers,SF,4500,4500,,,,NOR,4500,SF,49ers,San Francisco,San Francisco 49ers,,,,,#AA0000,NFC,2.3%,15,115,12,6,15,
287,38794,00-0038794,NFL,MCL108550,https://static.www.nfl.com/image/upload/{formatInstructions}/league/pw2tngyy8k8jlb1qpooo,Jaleel McLaughlin,Jaleel McLaughlin,RB,Denver Broncos,DEN,1400,1400,1400,DEN,Broncos,ACT,1400,DEN,Broncos,Denver,Denver Broncos,,,,,#FC4C02,AFC,4.9%,16,136,27,24,16,
289,39798,00-0039798,NFL,DAV410574,https://static.www.nfl.com/image/upload/{formatInstructions}/league/hsozhwgsuffsfrc4qdp2,Isaiah Davis,Isaiah Davis,RB,New York Jets,NYJ,3430,3430,3430,NYJ,Jets,ACT,3430,NYJ,Jets,New York,New York Jets,,,,,#115740,AFC,2.0%,17,58,12,9,17,
290,34830,00-0034830,NFL,HUR495014,https://static.www.nfl.com/image/upload/{formatInstructions}/league/qxvkvmi2fphxjqyb21nv,Hayden Hurst,Hayden Hurst,TE,Los Angeles Chargers,LAC,4400,4400,,,,NOR,4400,LAC,Chargers,Los Angeles,Los Angeles Chargers,,,,,#0080C6,AFC,2.6%,9,95,13,8,9,
291,31763,00-0031763,NFL,CAR641798,https://static.www.nfl.com/image/private/{formatInstructions}/league/mh4cvggohuakwwhobzrk,DeAndre Carter,DeAndre Carter,WR,Chicago Bears,CHI,810,810,1050,CLE,Browns,ACT,1050,CLE,Browns,Cleveland,Cleveland Browns,,,,,#0B162A,NFC,2.7%,13,83,14,9,13,
291,31941,00-0031941,NFL,CRO697273,https://static.www.nfl.com/image/upload/{formatInstructions}/league/rfysbrjrvfdr72cx8who,Jamison Crowder,Jamison Crowder,WR,Washington Commanders,WAS,5110,5110,,,,NOR,5110,WAS,Commanders,Washington,Washington Commanders,,,,,#5A1414,NFC,2.6%,6,87,13,9,6,
293,34646,00-0034646,NFL,POW179215,https://static.www.nfl.com/image/upload/{formatInstructions}/league/kpggzzkazhxoq4e77xho,Brandon Powell,Brandon Powell,WR,Minnesota Vikings,MIN,3000,3000,,,,NOR,3000,MIN,Vikings,Minnesota,Minnesota Vikings,,,,,#4F2683,NFC,1.9%,17,119,10,7,17,
293,38678,00-0038678,NFL,MIM632686,https://static.www.nfl.com/image/upload/{formatInstructions}/league/nvamfcrdqvkwtnpgmzdh,Jordan Mims,Jordan Mims,RB,New Orleans Saints,NO,3300,3300,2100,TEN,Titans,DEV,2100,TEN,Titans,Tennessee,Tennessee Titans,,,,,#000000,NFC,3.5%,11,54,18,12,11,
295,35298,00-0035298,NFL,MIL546315,https://static.www.nfl.com/image/upload/{formatInstructions}/league/v5fxl6tig8qarofg0lo1,Scott Miller,Scott Miller,WR,Pittsburgh Steelers,PIT,3900,3900,3900,PIT,Steelers,ACT,3900,PIT,Steelers,Pittsburgh,Pittsburgh Steelers,,,,,#000000,AFC,2.0%,13,89,9,5,13,
295,33045,00-0033045,NFL,ELL289284,https://static.www.nfl.com/image/upload/{formatInstructions}/league/d4yr6htg4dbs0bgcfqnd,Ezekiel Elliott,Ezekiel Elliott,RB,Dallas Cowboys,DAL,1200,1200,,,,NOR,4400,LAC,Chargers,Los Angeles,Los Angeles Chargers,,,,,#002244,NFC,2.4%,15,126,15,12,15,
295,36862,00-0036862,NFL,SKO738004,https://static.www.nfl.com/image/upload/{formatInstructions}/league/piiqiz29g3jukdwkihw3,Ben Skowronek,Ben Skowronek,WR,Pittsburgh Steelers,PIT,3900,3900,3900,PIT,Steelers,ACT,3900,PIT,Steelers,Pittsburgh,Pittsburgh Steelers,,,,,#000000,AFC,1.1%,10,46,5,5,10,
295,38679,00-0038679,NFL,SHA521110,https://static.www.nfl.com/image/upload/{formatInstructions}/league/mfazuecipz3csodtztwc,Tyrell Shavers,Tyrell Shavers,WR,Buffalo Bills,BUF,610,610,610,BUF,Bills,ACT,610,BUF,Bills,Buffalo,Buffalo Bills,,,,,#00338D,AFC,0.2%,3,13,1,1,3,
295,38685,00-0038685,NFL,BRO120605,https://static.www.nfl.com/image/upload/{formatInstructions}/league/nnwloijqopel4em6vfhb,Chris Brooks,Chris Brooks,RB,Green Bay Packers,GB,1800,1800,1800,GB,Packers,ACT,1800,GB,Packers,Green Bay,Green Bay Packers,,,,,#203731,NFC,2.8%,15,66,13,11,15,
300,36414,00-0036414,NFL,AKE415291,https://static.www.nfl.com/image/upload/{formatInstructions}/league/dutj0wamu7giwghnmr4m,Cam Akers,Cam Akers,RB,Minnesota Vikings,MIN,3000,3000,3300,NO,Saints,CUT,3300,NO,Saints,New Orleans,New Orleans Saints,,,,,#4F2683,NFC,3.0%,17,121,18,14,17,
301,35021,00-0035021,NFL,DUL521764,https://static.www.nfl.com/image/upload/{formatInstructions}/league/tfiokr6nyal5c5qgdj1c,Ashton Dulin,Ashton Dulin,WR,Indianapolis Colts,IND,2200,2200,2200,IND,Colts,ACT,2200,IND,Colts,Indianapolis,Indianapolis Colts,,,,,#013369,AFC,1.6%,15,61,8,2,15,
301,36887,00-0036887,NFL,FAR615740,https://static.www.nfl.com/image/upload/{formatInstructions}/league/sccmpo8xbzdbjasmwcfj,Luke Farrell,Luke Farrell,TE,Jacksonville Jaguars,JAX,2250,2250,4500,SF,49ers,ACT,4500,SF,49ers,San Francisco,San Francisco 49ers,,,,,#000000,AFC,3.3%,17,101,17,12,17,
