player,pos,team_2024,team_2025,type,snaps,age,current_apy,guarantees,team_abbr_24,team_abbr_25
Chance Campbell,LB,Titans,,RFA,0,26,832500,832500,TEN,NA
Jeremiah Pharms,IDL,Patriots,Patriots,Signed,0.409,29,1237500,1237500,NE,NE
Ryan Rehkow,P,Bengals,Bengals,Signed,0.28,27,1017500,1017500,CIN,CIN
Austen Pleasants,RT,49ers,49ers,Signed,0.062,28,960000,960000,SF,SF
Dondrea Tillman,EDGE,Broncos,Broncos,Signed,0.21,27,960000,960000,DEN,DEN
Jordan Jackson,IDL,Broncos,Broncos,Signed,0.268,27,960000,960000,DEN,DEN
Charles Snowden,EDGE,Raiders,Raiders,Signed,0.364,27,960000,960000,LV,LV
Dylan McMahon,C,Rams,Rams,Signed,0.061,24,960000,960000,LAR,LAR
Cam Grandy,TE,Bengals,Bengals,Signed,0.066,26,980000,980000,CIN,CIN
Winston Reid,LB,Browns,Browns,Signed,0.133,26,960000,960000,CLE,CLE
Ryan Coll,LT,Colts,,SFA,0,24,795000,795000,IND,NA
Evan Anderson,IDL,49ers,49ers,Signed,0.25,23,960000,960000,SF,SF
JaQuae Jackson,WR,Patriots,,ERFA,0.022000000000000002,25,795000,795000,NE,NA
Douglas Coleman III,S,Bears,,ERFA,0,27,795000,795000,CHI,NA
Connor Galvin,LT,Lions,,ERFA,0,26,795000,795000,DET,NA
Spencer Shrader,K,Chiefs,Colts,Signed,0.069,26,1255000,1255000,KC,IND
Morice Norris,CB,Lions,Lions,Signed,0.001,25,840000,840000,DET,DET
Mitchell Agude,EDGE,Lions,Lions,Signed,0.036000000000000004,26,960000,960000,DET,DET
Matt Araiza,P,Chiefs,Chiefs,Signed,0.297,25,960000,960000,KC,KC
Josh Onujiogu,EDGE,Seahawks,,ERFA,0,27,795000,795000,SEA,NA
Michael Niese,LG,Lions,Lions,Signed,0.031,27,960000,960000,DET,DET
Jaxson Kirkland,RG,Bengals,Bengals,Signed,0.003,27,960000,960000,CIN,CIN
Devon Key,S,Broncos,Broncos,Signed,0.217,28,960000,960000,DEN,DEN
Demontrey Jacobs,RT,Patriots,Patriots,Signed,0.7929999999999999,27,960000,960000,NE,NE
Grant DuBose,WR,Dolphins,,ERFA,0.044000000000000004,24,795000,795000,MIA,NA
Jalen Redmond,IDL,Vikings,Vikings,Signed,0.183,26,960000,960000,MIN,MIN
C.J. Brewer,IDL,Buccaneers,Buccaneers,Signed,0.14300000000000002,28,960000,960000,TB,TB
Kadeem Telfort,LT,Packers,Packers,Signed,0.021,27,960000,960000,GB,GB
Robert Burns,FB,Falcons,,SFA,0,27,795000,795000,ATL,NA
Owen Wright,RB,Ravens,,ERFA,0,26,795000,795000,BAL,NA
Dyontae Johnson,LB,Giants,Giants,Signed,0.034,25,840000,840000,NYG,NYG
Ja'Quan McMillian,CB,Broncos,Broncos,Signed,0.753,25,1030000,1030000,DEN,DEN
Angelo Blackson,IDL,Cardinals,,SFA,0.022000000000000002,33,408022,408022,ARI,NA
Carter Coughlin,LB,Giants,,SFA,0,28,348100,348100,NYG,NA
Stephen Sullivan,TE,Panthers,,SFA,0.008,29,302400,302400,CAR,NA
Tommy Sweeney,TE,Bears,,SFA,0,30,302400,302400,CHI,NA
Tre Flowers,CB,Colts,,SFA,0.013000000000000001,30,302400,302400,IND,NA
Jason Peters,LT,Seahawks,,SFA,0,43,302400,302400,SEA,NA
Cody Thompson,WR,Buccaneers,,SFA,0.003,29,267222,267222,TB,NA
Ellis Merriweather,RB,Packers,,SFA,0,26,256667,256667,GB,NA
Baylor Cupp,TE,Chiefs,Chiefs,Signed,0.005,25,840000,840000,KC,KC
Jamie Sheriff,LB,Seahawks,Seahawks,Signed,0.013999999999999999,25,840000,840000,SEA,SEA
Qadir Ismail,WR,Ravens,Raiders,Signed,0,25,840000,840000,BAL,LV
Daniel Grzesiak,EDGE,Buccaneers,,SFA,0,25,225000,225000,TB,NA
Trajan Jeffcoat,EDGE,Saints,,SFA,0,26,225000,225000,NO,NA
Kazmeir Allen,WR,Commanders,Commanders,Signed,0.052000000000000005,25,840000,840000,WAS,WAS
Jimmy Morrissey,C,Giants,Giants,Signed,0,27,1030000,1030000,NYG,NYG
Henry Byrd,RG,Vikings,Vikings,Signed,0,26,840000,840000,MIN,MIN
Mason Pline,TE,49ers,49ers,Signed,0,25,840000,840000,SF,SF
Haggai Chisom Ndubuisi,RG,Commanders,,SFA,0,25,225000,225000,WAS,NA
Zyon Gilbert,CB,Steelers,,SFA,0,26,225000,225000,PIT,NA
Jason Bean,QB,Colts,Colts,Signed,0,26,840000,840000,IND,IND
